Date,Open,High,Low,Close,Volume,Dividends,Stock splits
2020-09-17,21.493024268171716,21.760425125531427,21.306347537027637,21.619155883789062,1213380,0.0,0.0
2020-09-18,21.538427955483325,21.644379194465294,21.200391189681334,21.245800018310547,2439640,0.0,0.0
2020-09-21,21.19030284300709,21.482930796155955,20.8421752073925,21.326526641845703,2010820,0.0,0.0
2020-09-22,21.250848552997788,21.52834025456158,21.22057599614903,21.306346893310547,1373260,0.0,0.0
2020-09-23,21.33661680766407,21.412296847948465,20.887584686279297,20.887584686279297,1675380,0.0,0.0
2020-09-24,21.003628536942287,21.119670646338562,20.72613682909105,21.049036026000977,1780660,0.0,0.0
2020-09-25,20.892628229372622,21.17516531446543,20.731178658925746,21.013715744018555,1666140,0.0,0.0
2020-09-28,21.089395786073297,21.24580128843804,20.282146534697915,20.514230728149414,2021740,0.0,0.0
2020-09-29,20.584866868835924,20.59495772099474,20.251876831054688,20.251876831054688,1328320,0.0,0.0
2020-09-30,20.35782814025879,20.483961098104533,20.09042729353071,20.35782814025879,2320920,0.0,0.0
2020-10-01,20.4486444770656,20.650456131965992,20.105562238697022,20.61009407043457,2142980,0.0,0.0
2020-10-02,20.584869855210396,20.73118453825344,20.14592715332474,20.221607208251953,1850940,0.0,0.0
2020-10-05,20.256922050067157,20.458733702207425,20.045018198627957,20.433507919311523,1777300,0.0,0.0
2020-10-06,20.589911411085577,20.589911411085577,20.18124134689882,20.347736358642578,3507700,0.0,0.0
2020-10-07,20.36287329326227,20.44864418845467,20.06015446794095,20.307374954223633,1427160,0.0,0.0
2020-10-08,20.357830701144245,20.57982408820133,20.221606873975826,20.443601608276367,1124900,0.0,0.0
2020-10-09,20.372959999377294,20.57477161036028,20.13078498840332,20.13078498840332,1620220,0.0,0.0
2020-10-13,20.1913330171041,20.5091867758877,19.95924745973568,20.272058486938477,1584100,0.0,0.0
2020-10-14,20.231692109649924,20.71099673777027,20.181239203623004,20.42341423034668,1575420,0.0,0.0
2020-10-15,20.357827057993255,20.59495668279855,20.251875810153276,20.509185791015625,1398600,0.0,0.0
2020-10-16,20.514232538065475,20.655501775779403,20.357828369144784,20.554595947265625,1183980,0.0,0.0
2020-10-19,20.66054725094495,20.95822065828578,20.499096308247914,20.534414291381836,1955800,0.0,0.0
2020-10-20,20.64036381954276,21.043988448031875,20.635318393802866,20.852266311645508,2430260,0.0,0.0
2020-10-21,20.8976724476305,21.104529487310046,20.690814060707947,20.953170776367188,3702720,0.0,0.0
2020-10-22,20.97335513485638,21.038942974840687,20.746315018802832,20.872447967529297,4596340,0.0,0.0
2020-10-23,20.902721942368622,21.07426238706575,20.726136071600116,20.87749481201172,1213520,0.0,0.0
2020-10-26,20.852266133699068,21.34166164834683,20.852266133699068,21.160030364990234,1392860,0.0,0.0
2020-10-27,21.160031283094355,21.33661714841593,21.023807477855552,21.043989181518555,1491840,0.0,0.0
2020-10-28,20.84722207564773,20.907767187981726,20.433507919311523,20.433507919311523,1896720,0.0,0.0
2020-10-29,20.332600569540695,20.413326038042182,20.10556178923163,20.34269142150879,1911560,0.0,0.0
2020-10-30,20.337646372248898,20.458733903622466,19.99456548243822,20.125743865966797,2081520,0.0,0.0
2020-11-03,20.282147095485374,20.352781710063436,19.913840439548377,20.115652084350586,3306520,0.0,0.0
2020-11-04,20.28214421915032,21.01875877380371,20.12069465675606,21.01875877380371,1751260,0.0,0.0
2020-11-05,21.27607419591806,21.896648134785288,21.260939264836953,21.846195220947266,2034060,0.0,0.0
2020-11-06,21.68978688834107,21.97736940292798,21.573744797415774,21.836101531982422,2346820,0.0,0.0
2020-11-09,22.14891242980957,22.350725429906845,22.037917098534486,22.14891242980957,3136700,0.0,0.0
2020-11-10,22.09341182190285,22.108548098485624,21.65951600447509,21.86637306213379,3885280,0.0,0.0
2020-11-11,21.866379886778706,21.99755829695147,21.533389781488037,21.841154098510742,4760560,0.0,0.0
2020-11-12,21.861328519731924,22.446583048833023,21.7402396568836,21.99755096435547,5296480,0.0,0.0
2020-11-13,22.0580923993573,22.133772425451948,21.720057015240425,21.861326217651367,1491980,0.0,0.0
2020-11-16,22.053052630775785,22.09846011918179,21.755379222180164,22.002599716186523,1788080,0.0,0.0
2020-11-17,22.03791423943663,23.127701873539973,21.735194104942607,23.077247619628906,4626300,0.0,0.0
