Date,Open,High,Low,Close,Volume,Dividends,Stock splits
2020-09-15,15.131988265763967,15.169551361752566,14.775130736217193,14.85651969909668,33112604,0.0,0.0
2020-09-16,14.875306355047107,15.16329650358291,14.800178784329718,14.812700271606445,29033351,0.0,0.0
2020-09-17,14.712523210837466,14.919124277051942,14.64365573778518,14.831475257873535,28402837,0.0,0.0
2020-09-18,14.712519825120332,14.787647345278485,14.418269807441705,14.4620943069458,44287157,0.0,0.0
2020-09-21,14.242972570592418,14.412009161746328,14.05515308368863,14.336881637573242,41436302,0.0,0.0
2020-09-22,14.30557785073344,14.593567805458084,14.24923187237931,14.4620943069458,30894983,0.0,0.0
2020-09-23,14.349412767656856,14.48088636161664,14.06768267135514,14.073944091796875,27895932,0.0,0.0
2020-09-24,14.086466830590888,14.612361253128528,14.036380874381683,14.418281555175781,45360901,0.0,0.0
2020-09-25,14.280538912286692,14.386970835996205,14.161586859145427,14.343146324157715,24666882,0.0,0.0
2020-09-28,14.556004146803971,14.962946142938488,14.136540671150248,14.336881637573242,66094801,0.0,0.0
2020-09-29,14.336889258576353,14.343150678135384,13.961250085091757,14.023856163024902,30706679,0.0,0.0
2020-09-30,14.136545649973936,14.20541313511329,14.005072098131143,14.086461067199707,25282781,0.0,0.0
2020-10-01,14.127177250905985,14.158501155845967,13.895378729736471,14.108383178710938,23197155,0.013239,0.0
2020-10-02,14.008144948487589,14.609567403741881,13.99561511656745,14.152235984802246,40201106,0.0,0.0
2020-10-05,14.233685517541412,14.415366147338993,13.995622644543213,14.30259895324707,25874887,0.0,0.0
2020-10-06,14.465483208195316,14.647163826187668,14.227420350665948,14.327657699584961,23946974,0.0,0.0
2020-10-07,14.365248201928415,14.409103318462202,14.13971514546516,14.22115707397461,25827981,0.0,0.0
2020-10-08,14.233682001889191,15.210995637500215,14.158504342344884,15.079434394836426,71616250,0.0,0.0
2020-10-09,14.972925207895674,15.417728092133457,14.77871622246916,15.03557300567627,55458763,0.0,0.0
2020-10-13,15.02305740522725,15.11702918243991,14.797522973763902,14.891494750976562,35136596,0.0,0.0
2020-10-14,14.96667340107449,15.016791410158431,14.8225822634205,14.847641944885254,24984802,0.0,0.0
2020-10-15,14.697283724020986,14.866433156611595,14.571986694752312,14.71607780456543,24705404,0.0,0.0
2020-10-16,14.665961762748982,14.691021445030007,14.465487012192007,14.47801685333252,24088939,0.0,0.0
2020-10-19,14.565721535760668,15.00426047443801,14.371512420719455,14.634634971618652,43371919,0.0,0.0
2020-10-20,14.734867275441173,15.286171865600245,14.72233744104962,15.21725845336914,51806311,0.0,0.0
2020-10-21,15.198467304668453,15.624474986770615,15.079435885800438,15.355088233947754,43210807,0.0,0.0
2020-10-22,15.39267743492947,16.238428615039933,15.380147597275542,16.14445686340332,75295554,0.0,0.0
2020-10-23,16.22589866248869,16.47649133134831,15.918921052367645,15.937716484069824,57271110,0.0,0.0
2020-10-26,15.850007142903731,16.20083710936286,15.76229965128895,16.05048179626465,36406802,0.0,0.0
2020-10-27,16.351184712125228,16.39503843725357,15.467844618057592,15.593141555786133,53568353,0.0,0.0
2020-10-28,15.1922001109667,15.298703035670885,14.866429803723907,14.897753715515137,43793395,0.0,0.0
2020-10-29,14.772456254369677,15.060638400024638,14.434156122178832,14.972930908203125,48676512,0.0,0.0
2020-10-30,14.816312230973477,14.991725871152747,14.553189739937014,14.709809303283691,44402270,0.0,0.0
2020-11-03,14.982505056317992,15.245795780308349,14.863397541376257,15.070268630981445,42419859,0.013239,0.0
2020-11-04,15.985523773288532,16.135976638320813,15.590587542662194,15.672082901000977,109894315,0.0,0.0
2020-11-05,15.991786843008489,16.261347156475164,15.929097610393802,16.04193687438965,50004728,0.0,0.0
2020-11-06,15.891477496732977,16.186112001531686,15.835057892884727,16.023122787475586,36059991,0.0,0.0
2020-11-09,16.76285069412324,17.565260574124622,16.76285069412324,17.320775985717773,113427009,0.0,0.0
2020-11-10,17.33331006173619,18.27363467626088,17.33331006173619,18.1043758392334,96471437,0.0,0.0
2020-11-11,18.0291594528936,18.179610927040184,17.684373357037632,17.953933715820312,69702386,0.0,0.0
2020-11-12,17.816016159838004,18.085575104441325,17.29570165265204,17.515111923217773,52200255,0.0,0.0
