Date,Open,High,Low,Close,Volume,Dividends,Stock splits
2020-09-16,22.985742146138925,22.994721157039514,22.37518310546875,22.37518310546875,850700,0.0,0.0
2020-09-17,22.285394697485305,22.384162104769363,21.459344533342772,21.701772689819336,1677100,0.0,0.0
2020-09-18,21.7017707594642,21.92624087418246,20.83980462840913,21.118148803710938,1460500,0.0,0.0
2020-09-21,20.741039234786914,20.947551332221053,20.11252221968961,20.292098999023438,1918600,0.0,0.0
2020-09-22,20.390864759001488,21.647898793675267,20.121501301612017,21.549131393432617,1607900,0.0,0.0
2020-09-23,21.45934170295946,21.504236751517688,20.5704402923584,20.5704402923584,2087300,0.0,0.0
2020-09-24,20.570439999976198,21.450362388358652,20.336990888504552,21.30670166015625,1454500,0.0,0.0
2020-09-25,21.189977943946527,21.441383361816406,20.75899575968019,21.441383361816406,1659900,0.0,0.0
2020-09-28,21.80951677871744,22.213561950454668,21.34261853742146,21.40546989440918,1593300,0.0,0.0
2020-09-29,21.450363993189967,21.92624126132053,21.019381776338378,21.549131393432617,2063000,0.0,0.0
2020-09-30,21.54913144818619,21.80053859827396,20.902658121266203,21.279767990112305,1374800,0.0,0.0
2020-10-01,21.38751079513985,21.638917922973633,20.992442940707033,21.638917922973633,1048600,0.0,0.0
2020-10-02,21.4503624954202,21.486278533935547,21.10018968275046,21.486278533935547,795300,0.0,0.0
2020-10-05,21.54015346100803,21.737686558806438,21.136108254706116,21.45036506652832,789500,0.0,0.0
2020-10-06,21.54015082560832,21.773599937664997,21.288743694338596,21.3964900970459,753200,0.0,0.0
2020-10-07,21.522191227761326,21.620958613617603,21.03733673256955,21.24384880065918,911200,0.0,0.0
2020-10-08,21.342620812997193,21.611984289541866,21.14508599846463,21.47730255126953,406500,0.0,0.0
2020-10-09,21.477298230025255,21.755640661461594,21.198955798588916,21.22589111328125,541000,0.0,0.0
2020-10-13,21.378530070716856,22.40211480633892,21.234869355641973,22.312326431274414,1004000,0.0,0.0
2020-10-14,22.42007497239337,22.72535447264425,22.01602978387622,22.177648544311523,1191500,0.0,0.0
2020-10-15,21.926243492347087,22.447014152174688,21.603005940532963,22.33926773071289,1147000,0.0,0.0
2020-10-16,22.384162156678812,22.4649715423584,22.105819668544246,22.4649715423584,716800,0.0,0.0
2020-10-19,22.447013068353073,22.447013068353073,22.17764959656131,22.438034057617188,1116900,0.0,0.0
2020-10-20,22.43803291808581,22.572714647141783,22.042965028626664,22.22254180908203,1239700,0.0,0.0
2020-10-21,22.267435527295174,22.53680070256757,21.953178725000736,22.29437255859375,621200,0.0,0.0
2020-10-22,22.384158244131292,22.438030587644214,22.20458148232699,22.285390853881836,792800,0.0,0.0
2020-10-23,22.29437438743705,22.671484293696434,21.800540761117713,22.33926773071289,1048300,0.0,0.0
2020-10-26,22.393140415685895,22.500885117926714,22.15071226678731,22.32131004333496,625800,0.0,0.0
2020-10-27,22.37518227488474,22.599652401353257,22.23152153095058,22.27641487121582,1111200,0.0,0.0
2020-10-28,21.638916968462766,21.638916968462766,20.741036610539588,21.22589111328125,1795600,0.0,0.0
2020-10-29,21.00142569240853,21.468323993336888,20.211291555320834,21.055299758911133,1457000,0.0,0.0
2020-10-30,20.87572076782509,21.04631853534012,19.322387977623336,19.573793411254883,2020100,0.0,0.0
2020-11-03,19.439111074723165,20.103542391097122,19.160768619400393,19.69949722290039,3577600,0.0,0.0
2020-11-04,19.79826295153962,20.776952764910796,19.4391111192408,20.642271041870117,1820300,0.0,0.0
2020-11-05,20.902657699089936,21.324660898234683,20.61533451369087,21.118148803710938,1197100,0.0,0.0
2020-11-06,20.78593186048072,21.504237240610635,20.489631383541298,21.31568145751953,615700,0.0,0.0
2020-11-09,21.836451417368863,22.536798757548883,21.59402329431759,21.935218811035156,2657700,0.0,0.0
2020-11-10,21.99807209446534,23.102464690639792,21.99807209446534,22.74331283569336,2468800,0.0,0.0
2020-11-11,22.62658999031448,23.291021375516713,22.375182825952336,22.931869506835938,1813400,0.0,0.0
2020-11-12,22.788202894650798,22.94084262509969,21.504235412134683,21.764619827270508,934300,0.0,0.0
2020-11-13,21.82747181295366,23.28203879905612,21.82747181295366,23.183271408081055,3187800,0.0,0.0
2020-11-16,23.26408460417522,23.416724364148575,22.725355938823906,22.958805084228516,987900,0.0,0.0
2020-11-17,22.9498246560754,23.515490319161586,22.671482185985198,23.434680938720703,1311700,0.0,0.0
2020-11-18,23.434680910664333,23.856684120461743,22.99471968021909,23.56936264038086,2279100,0.0,0.0
2020-11-19,23.461617462322202,23.748940670077307,23.10246559334232,23.60527992248535,781800,0.0,0.0
2020-11-23,23.730982521872043,23.7848548737888,23.066551139661446,23.335914611816406,769100,0.0,0.0
2020-11-24,23.237145428182505,23.66812934825361,22.922888638903963,23.380807876586914,509000,0.0,0.0
2020-11-25,23.380809694745892,24.242774176774823,23.380809694745892,24.233795166015625,1238000,0.0,0.0
2020-11-26,24.179919021244306,24.233791364778067,23.838723516198332,24.099109649658203,547400,0.0,0.0
2020-11-27,24.170941512324735,24.206855839386346,23.56936154904624,23.802810668945312,418000,0.0,0.0
2020-11-30,23.80281167477733,24.117070184558397,22.366202567614675,22.447011947631836,1366700,0.0,0.0
2020-12-01,22.68046177640273,23.084506976370026,22.447012639443972,22.860036849975586,2100900,0.0,0.0
2020-12-02,22.98574027714779,23.41672248990511,22.815142509050528,23.273061752319336,583200,0.0,0.0
2020-12-03,23.5244714987976,23.748941640150356,23.192254936064156,23.68608856201172,865200,0.0,0.0
2020-12-04,23.83872607159813,23.883621123164573,23.29999915336967,23.704044342041016,518000,0.0,0.0
2020-12-07,23.704044342041016,23.81179075322937,22.985740642688995,23.704044342041016,838600,0.0,0.0
2020-12-08,23.695065331727726,23.784853722289505,23.39876484167363,23.704044342041016,592200,0.0,0.0
2020-12-09,23.748940147893517,23.748940147893517,22.985741372735227,23.039613723754883,683100,0.0,0.0
2020-12-10,23.04859003813919,23.147357430597424,22.231519007541863,23.03063201904297,501000,0.0,0.0
2020-12-11,22.71637550757171,23.28204117022173,22.509863407746955,23.2102108001709,261200,0.0,0.0
2020-12-14,23.299996937809716,24.00932155939989,22.833098721341965,23.85668182373047,720600,0.0,0.0
2020-12-15,23.856683037817266,24.01830179117109,23.488552194098457,23.668128967285156,453700,0.0,0.0
2020-12-16,23.695064690945742,24.152983929113383,23.506510617179043,23.96442985534668,646700,0.0,0.0
2020-12-17,23.955453854213328,25.077804565429688,23.928516820618476,25.077804565429688,842600,0.0,0.0
2020-12-18,25.00597407508519,25.427977324064322,24.530096759160518,24.808439254760742,1105900,0.0,0.0
2020-12-21,24.458264195346384,24.682734316499605,23.569362721088165,24.108091354370117,562500,0.0,0.0
2020-12-22,24.323583236217697,24.772523492755386,24.152985459213447,24.47622299194336,576600,0.0,0.0
2020-12-23,24.925160521095048,25.167588644115266,24.152982816321455,24.826393127441406,742900,0.0,0.0
2020-12-28,25.032907485961914,25.221463280741858,24.413371176500565,25.032907485961914,654000,0.0,0.0
2020-12-29,25.032907588234064,25.607552272822968,24.772523133752696,25.436954498291016,1076100,0.0,0.0
2020-12-30,25.47826743671372,26.550750732421875,25.189868509498307,26.550750732421875,872600,0.105843,0.0
2021-01-04,26.550754831114375,26.550754831114375,24.97357145031313,25.62247085571289,1053500,0.0,0.0
2021-01-05,25.59543418153366,25.667533928338234,24.297637020057763,24.423812866210938,1266200,0.0,0.0
